id,name
37,"{""ar"": ""أمراض القلب والأوعية الدموية"", ""de"": ""Herz-Kreislauf-Erkrankung"", ""en"": ""Cardiovascular disease"", ""es"": ""Enfermedad cardiovascular"", ""is"": ""Hjarta- og æðasjúkdómur"", ""it"": ""Malattia cardiovascolare"", ""ja"": ""心血管疾患"", ""ko"": ""심혈관 질환"", ""no"": ""Hjerte- og karsykdom"", ""sv"": ""Hjärt-kärlsjukdom""}"
55,"{""ar"": ""أورام البروستاتا"", ""de"": ""Prostataneoplasien"", ""en"": ""Prostatic neoplasms"", ""es"": ""Neoplasias prostáticas"", ""is"": ""Blöðruhálskirtilsæxli"", ""it"": ""Neoplasie prostatiche"", ""ja"": ""前立腺新生物"", ""ko"": ""전립선 신생물"", ""no"": ""Prostataneoplasmer"", ""sv"": ""Prostataneoplasmer""}"
82,"{""ar"": ""السمنة"", ""de"": ""Adipositas"", ""en"": ""Obesity"", ""es"": ""Obesidad"", ""is"": ""Offita"", ""it"": ""Obesità"", ""ja"": ""肥満"", ""ko"": ""비만"", ""no"": ""Fedme"", ""sv"": ""Fetma""}"
38,"{""ar"": ""دهون عالية في الدم"", ""de"": ""Hyperlipidämie"", ""en"": ""Hyperlipidemias"", ""es"": ""Hiperlipidemia"", ""is"": ""Blóðfituhækkun"", ""it"": ""Iperlipidemia"", ""ja"": ""高脂血症"", ""ko"": ""고지혈증"", ""no"": ""Hyperlipidemi"", ""sv"": ""Hyperlipidemi""}"
54,"{""ar"": ""أورام عنق الرحم"", ""de"": ""Zervixneoplasien"", ""en"": ""Uterine Cervical Neoplasms"", ""es"": ""Neoplasias cervicales uterinas"", ""is"": ""Leghálsæxli"", ""it"": ""Neoplasie cervicali uterine"", ""ja"": ""子宮頸部新生物"", ""ko"": ""자궁경부 신생물"", ""no"": ""Livmorhalsneoplasmer"", ""sv"": ""Cervixneoplasmer""}"
90,"{""ar"": ""درن في الرئة"", ""de"": ""Lungentuberkulose"", ""en"": ""Pulmonary Tuberculosis"", ""es"": ""Tuberculosis pulmonar"", ""is"": ""Berklar í lungum"", ""it"": ""Tubercolosi polmonare"", ""ja"": ""肺結核"", ""ko"": ""폐결핵"", ""no"": ""Lungetuberkulose"", ""sv"": ""Lungtuberkulos""}"
36,"{""ar"": ""أمراض القلب الناتجة عن السمنة"", ""de"": ""Kardiometabolische Risikofaktoren (Herz-Kreislauf-Erkrankungen durch Fettleibigkeit)"", ""en"": ""Cardiometabolic risk factors (CVD by obesity)"", ""es"": ""Factores de riesgo cardiometabólicos (ECV por obesidad)"", ""is"": ""Hjarta- og efnaskiptaáhætta (hjarta- og æðasjúkdómar af völdum offitu)"", ""it"": ""Fattori di rischio cardiometabolici (malattie cardiovascolari dovute all’obesità)"", ""ja"": ""心代謝リスク因子（肥満による心血管疾患）"", ""ko"": ""심대사 위험 요인 (비만에 의한 심혈관 질환)"", ""no"": ""Kardiometabolske risikofaktorer (hjerte- og karsykdom ved fedme)"", ""sv"": ""Kardiometabola riskfaktorer (hjärt-kärlsjukdom vid fetma)""}"
48,"{""ar"": ""التهاب"", ""de"": ""Entzündung"", ""en"": ""Inflammation"", ""es"": ""Inflamación"", ""is"": ""Bólga"", ""it"": ""Infiammazione"", ""ja"": ""炎症"", ""ko"": ""염증"", ""no"": ""Betennelse"", ""sv"": ""Inflammation""}"
63,"{""ar"": ""نزلة برد"", ""de"": ""Erkältung"", ""en"": ""Common Cold"", ""es"": ""Resfriado común"", ""is"": ""Kvef"", ""it"": ""Raffreddore comune"", ""ja"": ""風邪"", ""ko"": ""감기"", ""no"": ""Forkjølelse"", ""sv"": ""Förkylning""}"
79,"{""ar"": ""حصوات في البول"", ""de"": ""Urolithiasis"", ""en"": ""Urolithiasis"", ""es"": ""Urolitiasis"", ""is"": ""Þvagsteinar"", ""it"": ""Urolitiasi"", ""ja"": ""尿路結石症"", ""ko"": ""요로결석증"", ""no"": ""Urolithiasis"", ""sv"": ""Urolithiasis""}"
87,"{""ar"": ""التهاب المثانة"", ""de"": ""Zystitis"", ""en"": ""Cystitis"", ""es"": ""Cistitis"", ""is"": ""Þvagblöðrubólga"", ""it"": ""Cistite"", ""ja"": ""膀胱炎"", ""ko"": ""방광염"", ""no"": ""Blærekatarr"", ""sv"": ""Cystit""}"
52,"{""ar"": ""هشاشة العظام"", ""de"": ""Osteoporose"", ""en"": ""Osteoporosis"", ""es"": ""Osteoporosis"", ""is"": ""Beinþynning"", ""it"": ""Osteoporosi"", ""ja"": ""骨粗鬆症"", ""ko"": ""골다공증"", ""no"": ""Beinskjørhet"", ""sv"": ""Osteoporos""}"
66,"{""ar"": ""الإمساك"", ""de"": ""Verstopfung"", ""en"": ""Constipation"", ""es"": ""Estreñimiento"", ""is"": ""Hægðatregða"", ""it"": ""Stitichezza"", ""ja"": ""便秘"", ""ko"": ""변비"", ""no"": ""Forstoppelse"", ""sv"": ""Förstoppning""}"
67,"{""ar"": ""داء كرون"", ""de"": ""Morbus Crohn"", ""en"": ""Crohn's disease"", ""es"": ""Enfermedad de Crohn"", ""is"": ""Crohns sjúkdómur"", ""it"": ""Morbo di Crohn"", ""ja"": ""クローン病"", ""ko"": ""크론병"", ""no"": ""Crohns sykdom"", ""sv"": ""Crohns sjukdom""}"
80,"{""ar"": ""حساسية الأنف"", ""de"": ""Allergische Rhinitis"", ""en"": ""Allergic Rhinitis"", ""es"": ""Rinitis alérgica"", ""is"": ""Ofnæmiskvef"", ""it"": ""Rinite allergica"", ""ja"": ""アレルギー性鼻炎"", ""ko"": ""알레르기 비염"", ""no"": ""Allergisk rhinitt"", ""sv"": ""Allergisk rinit""}"
85,"{""ar"": ""انسداد الشرايين"", ""de"": ""Arteriosklerose"", ""en"": ""Atherosclerosis"", ""es"": ""Aterosclerosis"", ""is"": ""Æðakölkun"", ""it"": ""Aterosclerosi"", ""ja"": ""動脈硬化症"", ""ko"": ""동맥경화증"", ""no"": ""Aterosklerose"", ""sv"": ""Ateroskleros""}"
88,"{""ar"": ""التهاب الجلد الدهني"", ""de"": ""Seborrhoisches Ekzem"", ""en"": ""Seborrheic Dermatitis"", ""es"": ""Dermatitis seborreica"", ""is"": ""Flösuþref"", ""it"": ""Dermatite seborroica"", ""ja"": ""脂漏性皮膚炎"", ""ko"": ""지루피부염"", ""no"": ""Seboreisk eksem"", ""sv"": ""Seborroisk dermatit""}"
53,"{""ar"": ""الأورام"", ""de"": ""Neoplasien"", ""en"": ""Neoplasms"", ""es"": ""Neoplasias"", ""is"": ""Æxli"", ""it"": ""Neoplasie"", ""ja"": ""新生物"", ""ko"": ""신생물"", ""no"": ""Neoplasmer"", ""sv"": ""Neoplasmer""}"
71,"{""ar"": ""التهاب القولون"", ""de"": ""Kolitis"", ""en"": ""Colitis"", ""es"": ""Colitis"", ""is"": ""Ristilbólga"", ""it"": ""Colite"", ""ja"": ""大腸炎"", ""ko"": ""대장염"", ""no"": ""Kolitt"", ""sv"": ""Kolit""}"
84,"{""ar"": ""ارتفاع ضغط الدم"", ""de"": ""Hypertonie"", ""en"": ""Hypertension"", ""es"": ""Hipertensión"", ""is"": ""Háþrýstingur"", ""it"": ""Ipertensione"", ""ja"": ""高血圧"", ""ko"": ""고혈압"", ""no"": ""Hypertensjon"", ""sv"": ""Hypertoni""}"
49,"{""ar"": ""مقاومة الانسولين"", ""de"": ""Metabolisches Syndrom"", ""en"": ""Metabolic syndrome"", ""es"": ""Síndrome metabólico"", ""is"": ""Efnaskiptaheilkenni"", ""it"": ""Sindrome metabolica"", ""ja"": ""代謝症候群"", ""ko"": ""대사 증후군"", ""no"": ""Metabolsk syndrom"", ""sv"": ""Metaboliskt syndrom""}"
50,"{""ar"": ""سرطان الجلد الميلاني (ميلانوما)"", ""de"": ""Melanom"", ""en"": ""Melanoma"", ""es"": ""Melanoma"", ""is"": ""Sortfrumukrabbamein"", ""it"": ""Melanoma"", ""ja"": ""メラノーマ"", ""ko"": ""흑색종"", ""no"": ""Melanom"", ""sv"": ""Melanom""}"
73,"{""ar"": ""تليف الكبد"", ""de"": ""Leberzirrhose"", ""en"": ""Liver cirrhosis"", ""es"": ""Cirrosis hepática"", ""is"": ""Lifrarhörnun"", ""it"": ""Cirrosi epatica"", ""ja"": ""肝硬変"", ""ko"": ""간경변증"", ""no"": ""Levercirrhose"", ""sv"": ""Levercirros""}"
74,"{""ar"": ""قرحة المعدة"", ""de"": ""Magengeschwür"", ""en"": ""Stomach Ulcer"", ""es"": ""Úlcera estomacal"", ""is"": ""Magasár"", ""it"": ""Ulcera gastrica"", ""ja"": ""胃潰瘍"", ""ko"": ""위궤양"", ""no"": ""Magesår"", ""sv"": ""Magsår""}"
39,"{""ar"": ""التهابات الامعاء (القولون الهضمي)"", ""de"": ""Entzündliche Darmerkrankungen"", ""en"": ""Inflammatory Bowel Diseases"", ""es"": ""Enfermedades inflamatorias intestinales"", ""is"": ""Bólgusjúkdómar í þörmum"", ""it"": ""Malattie infiammatorie intestinali"", ""ja"": ""炎症性腸疾患"", ""ko"": ""염증성 장 질환"", ""no"": ""Inflammatorisk tarmsykdom"", ""sv"": ""Inflammatorisk tarmsjukdom""}"
47,"{""ar"": ""أورام القولون والمستقيم"", ""de"": ""Kolorektale Neoplasien"", ""en"": ""Colorectal Neoplasms"", ""es"": ""Neoplasias colorrectales"", ""is"": ""Ristil- og endaþarmsæxli"", ""it"": ""Neoplasie colorettali"", ""ja"": ""大腸新生物"", ""ko"": ""대장직장 신생물"", ""no"": ""Kolorektale neoplasmer"", ""sv"": ""Kolorektala neoplasmer""}"
70,"{""ar"": ""مرض باركنسون"", ""de"": ""Parkinson-Krankheit"", ""en"": ""Parkinson's"", ""es"": ""Enfermedad de Parkinson"", ""is"": ""Parkinsons sjúkdómur"", ""it"": ""Morbo di Parkinson"", ""ja"": ""パーキンソン病"", ""ko"": ""파킨슨병"", ""no"": ""Parkinsons sykdom"", ""sv"": ""Parkinsons sjukdom""}"
76,"{""ar"": ""شيخوخة الجلد"", ""de"": ""Hautalterung"", ""en"": ""Skin aging"", ""es"": ""Envejecimiento de la piel"", ""is"": ""Húðöldrun"", ""it"": ""Invecchiamento della pelle"", ""ja"": ""皮膚の老化"", ""ko"": ""피부 노화"", ""no"": ""Hudaldring"", ""sv"": ""Hudåldrande""}"
83,"{""ar"": ""مرض الزهايمر"", ""de"": ""Alzheimer-Krankheit"", ""en"": ""Alzheimer Disease"", ""es"": ""Enfermedad de Alzheimer"", ""is"": ""Alzheimers sjúkdómur"", ""it"": ""Malattia di Alzheimer"", ""ja"": ""アルツハイマー病"", ""ko"": ""알츠하이머병"", ""no"": ""Alzheimers sykdom"", ""sv"": ""Alzheimers sjukdom""}"
77,"{""ar"": ""قرحة من كثرة النوم او الجلوس"", ""de"": ""Druckgeschwür"", ""en"": ""Pressure ulcer"", ""es"": ""Úlcera por presión"", ""is"": ""Legusár"", ""it"": ""Piaga da decubito"", ""ja"": ""褥瘡"", ""ko"": ""욕창"", ""no"": ""Trykksår"", ""sv"": ""Trycksår""}"
